"MUNICIPIO","TIPO DE EMPRESA","ENTIDAD","TIENE RESIDUOS POSTCONSUMO EN SU CASA?","DONDE ENTREGA LOS RESIDUOS","SABE QUE SIGNIFICA LA SIGLA RAEE","HA PARTICIPADO EN LAS JORNADAS DE RECOLECCION DE RESIDUOS POSTCONSUMO RAEE","COMO SE ENTERARON DE ESTA JORNADA","HA USADO APLICACIONES","UTILIZARIA UNA APP PARA RAEE?"
"OCAÑA","PÚBLICA","INSTITUCIÓN EDUCATIVA LA PRESENTACIÓN","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","SI","TELEVISIÓN","SI","Sí"
"CONVENCIÓN","TRABAJADOR INDEPENDIENTE","FINCA BOCACHILLO","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"OCAÑA","PRIVADA","FUNDACIÓN CONSTRUYENDO TEJIDO SOCIAL","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","NO","Sí"
"OCAÑA","PÚBLICA","SED NORTE DE SANTANDER","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","INFORMACION DIRECTA","SI","No"
"CONVENCIÓN","AMA DE CASA","HOGAR","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"OCAÑA","PÚBLICA","INSTITUCIÓN EDUCATIVA LA PRESENTACIÓN","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","No conozco de tecnología"
"OCAÑA","PÚBLICA","EJERCITO NACIONAL DE COLOMBIA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","CORREO ELECTRÓNICO","SI","Sí"
"OCAÑA","PÚBLICA","INSTITUCIÓN EDUCATIVA LA PRESENTACIÓN","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"OCAÑA","PÚBLICA","COLEGIO LA PRESENTACION","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","INSTITUCIÓN EDUCATIVA COLEGIO FRANCISCO JOSE DE CALDAS","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"OCAÑA","PÚBLICA","BISAN","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","No"
"CÚCUTA","PÚBLICA","COLMARJ","NO","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","POR MEDIO DE LA INSTITUCIÓN EDUCATIVA","SI","No"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","NO SABIA QUE EXISTE","NO","Sí"
"CÚCUTA","PÚBLICA","COLEGIO FRANCISCO JOSÉ DE CALDAS","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"OCAÑA","PÚBLICA","SED NORTEDE SANTANDER","NO","LOS DEJO EN CASA","SI","SI","REDES SOCIALES","SI","Sí"
"OCAÑA","TRABAJADOR INDEPENDIENTE","NO TENGO TRABAJO","NO","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","INFORMACIÓN DIRECTA","SI","No conozco de tecnología"
"OCAÑA","PÚBLICA","IE LA PRESENTACIÓN","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","ESE HOSPITAL ERASMO MEOZ","NO","LOS DEJO EN CASA","NO","SI","RADIO","SI","Sí"
"CÚCUTA","PÚBLICA","HOSPITAL UNIVERSITARIO ERASMO MEOZ","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","INFORMACIÓN EN EL CONJUNTO DONDE RESIDO","SI","Sí"
"OCAÑA","PÚBLICA","INSTITUCIÓN EDUCATIVA LA PRESENTACIÓN","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","COLEGIO FRANCISCO JOSE DE CALDAS","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","E.S.E. HOSPITAL UNIVERSITARIO ERASMO MEOZ","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","INSTITUCIÓN EDUCATIVA COLEGIO FRANCISCO JOSÉ DE CALDAS","NO","LOS DEJO EN CASA","SI","NO","POR EL LUGAR DONDE TRABAJO","SI","Sí"
"CÚCUTA","PÚBLICA","SECRETARÍA DE EDUCACIÓN MUNICIPAL","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"VILLA DEL ROSARIO","PÚBLICA","COLEGIO FRANCISCO JOSÉ DE CALDAS CUCUTA","NO","LOS DEJO EN CASA","SI","NO","INFORMACION DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","COLEGIO PRIMERO DE MAYO","NO","LOS ENTREGA A LA EMPRESA DEL ASEO, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","No conozco de tecnología"
"CÚCUTA","AMA DE CASA","CASA","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"LOS PATIOS","PÚBLICA","COLEGIO FRANCISCO JOSÉ DE CALDAS","SI","LOS DEJO EN CASA","SI","NO","INFORMACION DIRECTA","NO","No"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","IDEPENDIENTE","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","TIENDAPP SAS","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","NO SABIA QUE EXISTE","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","No"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","EXCLUSIVO SALOME, FABRICA DE CALZADO","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","NO SABIA QUE EXISTE","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","SEM CUCUTA","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","BUIMON","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","INFORMACIÓN DIRECTA","NO","No"
"OCAÑA","PÚBLICA","INSTITUCIÓN EDUCATIVA COLEGIO LA PRESENTACIÓN","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","AMA DE CASA","CASA","NO","LOS DEJO EN CASA","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","COLEGIO FRANCISCO JOSÉ DE CALDAS CÚCUTA","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","COLEGIO FRANCISCO JOSÉ DE CALDAS","SI","LOS ENTREGA A LA EMPRESA DEL ASEO, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI",,"REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PRIVADA","MYM INVERSIONES MORENO","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","OFICIOS VARIOS","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","SI","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","AMA DE CASA","HOGAR","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","PUBLICACIÓN EN SEDE  ELECTRÓNICA","NO","No"
"CÚCUTA","AMA DE CASA","AMA DE CASA","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","NO SABIA QUE EXISTE","SI","Sí"
"CÚCUTA","PRIVADA","ACTISALUD","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","INFORMACION DIRECTA","SI","No"
"CÚCUTA","PÚBLICA","IPS NEUROCOOP NEUROALIADOS","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACIÓN DIRECTA","SI","No me interesa el tema"
"EL CARMEN","PÚBLICA","INSTITUCIÓN EDUCATIVA SANTO ANGEL","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","NO TENGO TRABAJO","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PÚBLICA","COLEGIO FRANCISCO JOSÉ DE CALDAS","NO","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","AMA DE CASA","AMA DE CASA","NO","LOS DEJO EN CASA","NO","NO","INFORMACION DIRECTA","NO","Sí"
"CÚCUTA","AMA DE CASA","AMA DE CASA","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","NO","No conozco de tecnología"
"CÚCUTA","PRIVADA","ARMANDO QUINTERO","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"EL CARMEN","PÚBLICA","CENTRO EDUCATIVO RURAL EL SUL","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","COLEGIO FRANCISCO JOSÉ DE CALDAS","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PRIVADA","AQG OFICINA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PÚBLICA","SECRETARIA DE CULTURA DEPARTAMENTAL","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","PLATINCOIN","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PRIVADA","CORPORACIÓN TRIGAL DEL NORTE","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","SI","No"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","FOTOCOPIAS FREDO","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","No conozco de tecnología"
"CÚCUTA","PRIVADA","AGUAS KPITAL CUCUTA","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","MACA DISEÑOS","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","NO SABIA QUE EXISTE","SI","Sí"
"CÚCUTA","PÚBLICA","FRANCISCO JOSE DE CALDAS","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACION DIRECTA","SI","Sí"
"EL CARMEN","PÚBLICA","SECRETARIA DE EDUCACIÓN DEPARTAMENTAL","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","NO","No"
"CÚCUTA","PÚBLICA","HUEM","NO","LOS DEJO EN CASA","NO","SI","RADIO","NO","Sí"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","CATALOGOS","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","No conozco de tecnología"
"LOS PATIOS","PÚBLICA","SECRETARIA DE EDUCACIÓN MINIICPAL","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","AMA DE CASA","CASA","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACIÓN DIRECTA","NO","No conozco de tecnología"
"CÚCUTA","PÚBLICA","I.E COLEGIO FRANCISCO JOSÉ DE CALDAS","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","SANATY","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","AMA DE CASA","HOGAR","NO","LOS DEJO EN CASA","NO","SI","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","CENABASTOS","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","NO SABIA QUE EXISTE","NO","No"
"CÚCUTA","PRIVADA","TVNOVEDADES","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","NO TENGO TRABAJO","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","NO","No conozco de tecnología"
"EL CARMEN","PÚBLICA","INSTITUCION EDUCATIVA SANTO ANGEL","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","CATALOGOS","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","NO","No"
"CÚCUTA","PÚBLICA","SECRETARIA DE EDUCACIÓN MUNICIPAL","NO","LOS DEJO EN CASA","NO","NO","INFORMACION DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","I.E.COLEG FRANCISCO JOSE DE CALDAS","NO","LOS DEJO EN CASA","SI","NO","TELEVISIÓN","SI","No conozco de tecnología"
"CÚCUTA","PRIVADA","CALIDAD TOTAL Y","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","AMA DE CASA","AMA DE CASA","NO","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","NO","No"
"CÚCUTA","PÚBLICA","I.E COLEGIO FRANCISCO JOSÉ DE CALDAS","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"OCAÑA","PÚBLICA","INSTITUCION EDUCATIVA LA PRESENTACION OCAÑA","NO","LOS DEJO EN CASA","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"OCAÑA","AMA DE CASA","CASA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"OCAÑA","PÚBLICA","INSTITUTO TÉCNICO ALFONSO LÓPEZ","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","INFORMACION DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","TRABAJO INDEPENDIENTE","NO","LOS DEJO EN CASA","NO","NO","RADIO","SI","No"
"OCAÑA","PÚBLICA","HOSPITAL EMITO QUINTERO CAÑIZARES","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","SI","No"
"CÚCUTA","PÚBLICA","SCRETARIA DW EDUCACIIN MUNICIPAL","NO","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","SI","Sí"
"EL CARMEN","PÚBLICA","CENTRO EDUCATIVO EL SUL.","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","No"
"CÚCUTA","PENSIONADO","NO TENGO TRABAJO","SI","LOS DEJO EN CASA","SI","NO","INFORMACION DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","CASA","NO","LOS DEJO EN CASA","NO","SI","REDES SOCIALES","SI","Sí"
"OCAÑA","AMA DE CASA","AMA DE CASA","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","PRIVADA","COMFAORITENE","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"OCAÑA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","SI","LOS DEJO EN CASA","NO","NO","A TRAVÉS DE UN AMIGO","SI","Sí"
"OCAÑA","PRIVADA","BIDESA DISTRIBUCIONES S. A. S","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","No"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEP NDIENTE","NO","LOS DEJO EN CASA","NO","NO","PUBLICACIÓN EN SEDE  ELECTRÓNICA","NO","No"
"CÚCUTA","PÚBLICA","SECRETARIA DE EDUCACIÓN MUNICIPAL","SI","LOS ENTREGA A LA EMPRESA DEL ASEO, LOS REGALA A UN FAMILIAR, AMIGO O VECINO, LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","AMA DE CASA","AMA DE CASA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","PANADERÍA PAISA PAN","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","No"
"CÚCUTA","PÚBLICA","ASAMBLEA DE NORTE DE SANTANDER","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"EL CARMEN","PÚBLICA","COLEGIO SANTO ANGEL","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","No"
"EL CARMEN","PÚBLICA","CENTRO EDUCATIVO RURAL EL SUL","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","INFORMACIÓN DIRECTA","SI","No"
"OCAÑA","TRABAJADOR INDEPENDIENTE","CASA DE FAMILIA","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","POR PARTE DEL COLEGIO FRANCISCO JOSÉ DE CALDAS","SI","Sí"
"EL CARMEN","PÚBLICA","CER EL SUL MUNICIPUO DENEL CARMEN","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","No"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","NO TENGO TRABAJO","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACION DIRECTA","SI","Sí"
"OCAÑA","PÚBLICA","IE LA PRESENTACIÓN","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","No"
"CÚCUTA","AMA DE CASA","CASA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","NO SABIA QUE EXISTE","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","RIOTIC","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PRIVADA","ESPÍRITU URBANO","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","INFORMACIÓN DIRECTA","SI","No conozco de tecnología"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","HOGAR","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PENSIONADO","LOTERÍA DE CÚCUTA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","CIADE","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"EL CARMEN","PÚBLICA","I. E. COLEGIO SANTO ANGEL","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","CASA","NO","LOS DEJO EN CASA","NO","SI","INFORMACION DIRECTA","NO","No conozco de tecnología"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","EBANISTA","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PRIVADA","CONSULTORIO  MEDICO ODONTOLÓGICO  VILLABONA","NO","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","REDES SOCIALES","NO","No"
"EL CARMEN","PÚBLICA","SECRETARIA DE LA EDUCACIÓN","NO","LOS DEJO EN CASA","NO","SI","REDES SOCIALES","SI","Sí"
"EL CARMEN","PÚBLICA","CER EL SUL SEDE LA ESPERANZA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"VILLA DEL ROSARIO","PRIVADA","FRENOS Y AUTOPARTES EL BUEN SERVICIO SAS","SI","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"OCAÑA","TRABAJADOR INDEPENDIENTE","NO TENGO TRABAJO","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","NO","No"
"CÚCUTA","PRIVADA","COLEGIO NUESTRA SEÑORA DE PILAR","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","SI","Sí"
"LOS PATIOS","TRABAJADOR INDEPENDIENTE","TALLER JOYERÍA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","SECRETARÍA DE SALUD","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","INFORMACION DIRECTA","SI","No"
"CÚCUTA","PÚBLICA","INSTITUCIÓN JUAN PABLO I","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","SI","No"
"EL CARMEN","PÚBLICA","CENTRO EDUCATIVO RURAL EL SUL SEDE MARIQUITA","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"OCAÑA","PRIVADA","BANCO DE BOGOTÁ","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"OCAÑA","PÚBLICA","HOSPITAL EQC","NO","LOS DEJO EN CASA","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"OCAÑA","PÚBLICA","COLEGIO LA SALLE","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","NO SABIA QUE EXISTE","SI","No"
"CONVENCIÓN","PÚBLICA","SED NORTE DE SANTANDER","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","PERSONAL","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"CONVENCIÓN","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CONVENCIÓN","PRIVADA","COOMOTILON","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"OCAÑA","PÚBLICA","HOSPITAL EMIRO QUINTERO CAÑIZARES","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CONVENCIÓN","TRABAJADOR INDEPENDIENTE","NIÑERA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","REDES SOCIALES","SI","Sí"
"CONVENCIÓN","TRABAJADOR INDEPENDIENTE","AGRICULTOR","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","SI","Sí"
"OCAÑA","DESEMPLEADO","NO TENGO TRABAJO","NO","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","INFORMACIÓN DIRECTA","NO","Sí"
"OCAÑA","PÚBLICA","I.E LA PRESENTACIÓN","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES","NO","Sí"
"CONVENCIÓN","TRABAJADOR INDEPENDIENTE","AGRICULTOR","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","NO","Sí"
"OCAÑA","TRABAJADOR INDEPENDIENTE","VENTA DE MIS PRODUCTOS","SI","LOS RECICLADORES LOS RECOGEN","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","SENA","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CONVENCIÓN","PÚBLICA","INSTITUTO TÉCNICO AGRÍCOLA","NO","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES","SI","Sí"
