"MUNICIPIO","TIPO DE EMPRESA","ENTIDAD","TIENE RESIDUOS POSTCONSUMO EN SU CASA?","DONDE ENTREGA LOS RESIDUOS","SABE QUE SIGNIFICA LA SIGLA RAEE","HA PARTICIPADO EN LAS JORNADAS DE RECOLECCION DE RESIDUOS POSTCONSUMO RAEE","COMO SE ENTERARON DE ESTA JORNADA","HA USADO APLICACIONES","UTILIZARIA UNA APP PARA RAEE?"
"HERRÁN","AMA DE CASA","AMA DE CASA","NO","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","REDES SOCIALES","NO","Sí"
"ARBOLEDAS","PÚBLICA","PENSIONADA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","ICBF","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","NO SABIA QUE EXISTE","NO","No"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PÚBLICA","GOBERNACION DE NORTE DE SANTANDER","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","SI","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","JULIO PEREZ FERRERO","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","SI","No"
"CÚCUTA","PÚBLICA","COLEGIO PRESBÍTERO DANIEL JORDAN","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","I. E . JULIO PÉREZ FERRERO","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","No"
"OCAÑA","TRABAJADOR INDEPENDIENTE","CONTADOR","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","SI","REDES SOCIALES","NO","Sí"
"CÚCUTA","PRIVADA","ATALAYA 1 SECURITY GROUP LTDA","SI","LOS DEJO EN CASA","NO","NO","NO SABIA QUE EXISTE","SI","No"
"SANTIAGO","PÚBLICA","INSTITUCIÓN EDUCATIVA SANTIAGO APÓSTOL","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","NO SABIA QUE EXISTE","SI","Sí"
"OCAÑA","PÚBLICA","GOBERNACIÓN DEL NS","NO","LOS DEJO EN CASA","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","NO","LOS DEJO EN CASA","NO","NO","INFORMACION DIRECTA","SI","No conozco de tecnología"
"CÚCUTA","PÚBLICA","SEM CUCUTA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","COSTRUCCION","SI","LOS ENTREGA A LA EMPRESA DEL ASEO, LOS VENDE A UNA EMPRESA RECICLADORA","SI","NO","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"EL ZULIA","PÚBLICA","I. E. FRANCISCO DE PAULA SANTANDER","NO","LOS DEJO EN CASA","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"CUCUTILLA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","NO TENGO TRABAJO","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO, LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","REDES SOCIALES","SI","No"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","DOMICILIARIO","SI","LOS ENTREGA A LA EMPRESA DEL ASEO, LOS VENDE A UNA EMPRESA RECICLADORA","SI","NO","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","TERMINAL DE TRANSPORTE","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","PÚBLICA","I.E PRESBITERO DANIEL JORDAN","NO","LOS DEJO EN CASA","SI","NO","CORREO ELECTRÓNICO","SI","Sí"
"LOS PATIOS","TRABAJADOR INDEPENDIENTE","TRABAJADOR INDEPENDIENTE","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","ARTE MUSICAL","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO",,"INFORMACIÓN DIRECTA","NO","No"
"CÚCUTA","PÚBLICA","SECRETARIA DE EDUCACION MUNICIPAL","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","ZONA FRANCA DE CÚCUTA","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACIÓN DIRECTA","SI","No, Porque los ciudadanos del norte de Santander no tienen acceso ni a un teléfono móvil con datos"
"CÁCHIRA","TRABAJADOR INDEPENDIENTE","CONSTRUCCIÓN","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES","SI","Sí"
"PAMPLONA","PENSIONADO","CASA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES","NO","No"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","CONSULTORIO DE PSICOLÓGICO PARTICULAR O PRIVADO","SI","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","No"
"OCAÑA","PÚBLICA","SEDP","SI","LOS ENTREGA A LA EMPRESA DEL ASEO, LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PRIVADA","REVAL","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","DESEMPLEADO","SENA","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","NO SABIA QUE EXISTE","NO","Sí"
"CÚCUTA","PRIVADA","CHAKAR","NO","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","PUBLICACIÓN EN SEDE  ELECTRÓNICA","NO","Sí"
"CÚCUTA","PÚBLICA","COLMARJ","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","SEM CUCUTA","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","AMA DE CASA","AMA DE CASA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","COMERCIANTE","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","CHAKAR","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","COLEGIO MANUEL ANTONIO RUEDA'JARA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","SI","PUBLICACIÓN EN SEDE  ELECTRÓNICA","SI","Sí"
"OCAÑA","PÚBLICA","COLEGIO LA SALLE","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","POR LA INSTITUCIÓN EDUCATIVA","SI","Sí"
"OCAÑA","PÚBLICA","ASOMUNICIPIOS","NO","LOS DEJO EN CASA","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","ALCALDIA CÚCUTA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","COLEGIO PRESBÍTERO DANIEL JORDAN","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","CORREO ELECTRÓNICO","SI","Sí"
"LA PLAYA DE BELÉN","PÚBLICA","CENTRO EDUCATIVO RURAL SAN PEDRO","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","CORREO ELECTRÓNICO","SI","No conozco de tecnología"
"CUCUTILLA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","HADASSA NAILS","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","PÚBLICA","GOBERNACIÓN","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","SI","REDES SOCIALES","SI","Sí"
"PAMPLONA","PÚBLICA","GOBERNACIÓN","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","GOBERNACIÓN","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CONVENCIÓN","PÚBLICA","I. E. PEDRO CARREÑO LEMUS","NO","LOS DEJO EN CASA","SI","NO","CORREO ELECTRÓNICO","SI","Sí"
"CÚCUTA","PRIVADA","TRABAJO EN CASA DE FAMILIA","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","AMA DE CASA","RN","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","COLEGIO PRESBÍTERO DANIEL JORDÁN","NO","LOS DEJO EN CASA","NO","NO","CORREO ELECTRÓNICO","NO","Sí"
"OCAÑA","PÚBLICA","ALCALDÍA MUNICIPAL DE OCAÑA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","NO","LOS DEJO EN CASA","SI","SI","REDES SOCIALES","SI","Sí"
"VILLA CARO","PÚBLICA","MAGISTERIO","SI","VOTO A LA BASURA","NO","NO","REDES SOCIALES","NO","Sí"
"CUCUTILLA","TRABAJADOR INDEPENDIENTE","NO TENGO TRABAJO","NO","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","AMA DE CASA","CASA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","No conozco de tecnología"
"CÚCUTA","PÚBLICA","GOBERNACIÓN NORTE DE SANTANDER","NO","LOS DEJO EN CASA","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","AMA DE CASA","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"EL ZULIA","PÚBLICA","IE. FRANCISCO DE PAULA SANTANDER","NO","LOS DEJO EN CASA","SI","SI","INFORMACIÓN DIRECTA","NO","No"
"EL ZULIA","PÚBLICA","SECRETARIA DE EDUCACION DEPARTAMENTAL","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES, RADIO, CORREO ELECTRÓNICO","SI","Sí"
"EL ZULIA","PÚBLICA","I. E FRANCISCO DE PAULA SANTANDER","NO","LOS DEJO EN CASA","SI","SI","CORREO ELECTRÓNICO","SI","Sí"
"EL ZULIA","PÚBLICA","I.E.FRANCISCO PAULA SANTANDER","NO","LOS DEJO EN CASA","SI","SI","CORREO ELECTRÓNICO","SI","Sí"
"EL ZULIA","PÚBLICA","SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","AMA DE CASA","AMA DE CASA","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"HERRÁN","PÚBLICA","SECRETARIA DE EDUCACIÓN DEPARTAMENTAL","NO","LOS DEJO EN CASA","NO","NO","PUBLICACIÓN EN SEDE  ELECTRÓNICA","SI","Sí"
"SALAZAR DE LAS PALMAS","PÚBLICA","INSTITUTO TÉCNICO AGRÍCOLA","NO","LOS DEJO EN CASA","NO","SI","REDES SOCIALES","SI","Sí"
"HERRÁN","PÚBLICA","SECRETARIA EDUCACIÓN NORTE DE SANTA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","REDES SOCIALES","NO","Sí"
"HERRÁN","PÚBLICA","I. E. COLEGIO PERPETUO SOCORRO","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"EL ZULIA","PÚBLICA","I.E FRANCISCO DE PAULA SANTANDER","NO","LOS DEJO EN CASA","NO","SI","CORREO ELECTRÓNICO","SI","Sí"
"EL ZULIA","PÚBLICA","I.E.FRANCISCO DE PAULA SANTANDER","NO","LOS DEJO EN CASA","NO","SI","CORREO ELECTRÓNICO","SI","Sí"
"SAN CAYETANO","PÚBLICA","COLTEGUC SAN CAYETANO","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","INFORMACIÓN DIRECTA, TELEVISIÓN","SI","Sí, No me interesa el tema"
"HERRÁN","PÚBLICA","COLEGIO PERPETUA SOCORRO","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"EL ZULIA","PÚBLICA","I. E FRANCISCO DE PAULA SANTANDER","NO","LOS DEJO EN CASA","NO","SI","CORREO ELECTRÓNICO","SI","Sí"
"HERRÁN","PÚBLICA","IE COLEGIO PERPETUO SOCORRO","SI","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","SAC","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","DALIANTO STILE","SI","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"EL ZULIA","PÚBLICA","COLEGIO FRANCISCO DE PAULA SANTANDER","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","REDES SOCIALES","SI","No conozco de tecnología"
"CÚCUTA","PÚBLICA","SENA","SI","VOTO A LA BASURA","NO","NO","REDES SOCIALES","SI","Sí"
"CUCUTILLA","DESEMPLEADO","NO TENGO TRABAJO","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","INFORMACION DIRECTA","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","HOGAR","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","DESEMPLEADO","EN CASA","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","CANAL TRO","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","No"
"CÚCUTA","PRIVADA","CDS LA FLORESTA","NO","LOS DEJO EN CASA","SI","SI","REDES SOCIALES","NO","No"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","FUNDACIÓN VALIENTES DEL FUTURO","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","CASA DE.FAMILIA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","No conozco de tecnología"
"CÚCUTA","PENSIONADO","COLPENSIONES","NO","LOS DEJO EN CASA","NO",,"TELEVISIÓN","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","EN UNA PEQUEÑA PAPELERIA EN MI CASA","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","PÚBLICA","POLICÍA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","NO","No"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","TIENDA YARA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","No"
"OCAÑA","PÚBLICA","I.E. LA PRESENTACIÓN","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","INSTITUTO DEPARTAMENTAL DE SALUD","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","SECRETARÍA DE EDUCACIÓN DEPARTAMENTO","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","AMA DE CASA","AMA DE CASA","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","NO SABIA QUE EXISTE","NO","No"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","AMA DE CASA","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"EL ZULIA","PÚBLICA","ALCALDÍA EL ZULIA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA, CORREO ELECTRÓNICO","SI","Sí, No conozco de tecnología"
"EL ZULIA","PÚBLICA","ALCALDIA MUNICIPIO DE EL ZULIA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","SI","INFORMACIÓN DIRECTA","SI","Sí"
"EL CARMEN","PÚBLICA","COLEGIO SANTO ANGEL","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","NO","No"
"TOLEDO","TRABAJADOR INDEPENDIENTE","SERVICIO DE CAFETERÍA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PRIVADA","A&P CONSULTORES SAS","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"OCAÑA","PÚBLICA","I E LA PRESENTACIÓN.","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","INFORMACIÓN EN NUESTRA SEDE.","SI","Sí"
"CÚCUTA","AMA DE CASA","AMA DE CASA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"OCAÑA","PÚBLICA","COLPRESENTACION","NO","LOS DEJO EN CASA","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","INSTITURO DEPARTAMENTALNORTE DE SANTANDER","NO","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","SI","REDES SOCIALES","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","VENDEDORA DE CATALOGO","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","NO","No conozco de tecnología"
"EL CARMEN","PÚBLICA","ENRIQUE PARDO FARELO","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","CORREO ELECTRÓNICO","SI","No"
"CÚCUTA","PÚBLICA","I.E JULIO PÉREZ FERRERO","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","SECRETARIA DE EDUCACIÓN MUNICIPAL","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","CASA DE FAMILA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","ORDEX CONSULTORES","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"VILLA DEL ROSARIO","TRABAJADOR INDEPENDIENTE","NO TENGO TRABAJO","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"VILLA DEL ROSARIO","TRABAJADOR INDEPENDIENTE","ELIZADESAYUNOS","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","SI","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"EL ZULIA","PÚBLICA","I.E. FRANCISCO DE PAULA SANTANDER","NO","LOS DEJO EN CASA","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PRIVADA","INSTITUTO HUMANISTA INDEP","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","AMA DE CASA","AMA DE CASA","NO","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","SI","Sí"
"VILLA DEL ROSARIO","PÚBLICA","GOBERNACIÓN","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","INFORMACIÓN DIRECTA","NO","Sí"
"LOS PATIOS","PRIVADA","BARI ENERGY","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","SECRETARIA DE EDUCACIÓN DEPARTAMENTAL","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","SI","No conozco de tecnología"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PÚBLICA","PRESBÍTERO DANIEL JORDAN","NO","LOS DEJO EN CASA","NO","NO","CORREO ELECTRÓNICO","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","CASA","NO","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","NO","Sí"
"VILLA DEL ROSARIO","AMA DE CASA","APHCB BARRIO SANTANDER","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","HOGAR","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","CASA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"VILLA DEL ROSARIO","AMA DE CASA","MI FAMILIA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PRIVADA","EXITO","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","PÚBLICA","INDENORTE","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","INSTITUCIÓN EDUCATIVA PRESBÍTERO DANIEL JORDÁN","NO","LOS DEJO EN CASA","SI","NO","CORREO ELECTRÓNICO","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","CIBER INTERNET","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","POLICIA NACIONAL","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","NAYA SHÓES CUCUTA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"LOS PATIOS","TRABAJADOR INDEPENDIENTE","LUNPINK","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PÚBLICA","COL CLUB DE LEONES","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PRIVADA","FERSAUTOS","NO","LOS DEJO EN CASA","SI","NO","INFORMACION DIRECTA","NO","No"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"EL ZULIA","TRABAJADOR INDEPENDIENTE","INÉS BOTIQUE","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACIÓN DIRECTA","SI","No me interesa el tema"
"CÚCUTA","PÚBLICA","SECRETARIA DE ED. MUNICIPAL","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES, CORREO ELECTRÓNICO","SI","Sí"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","SECRETARIA DE EDUCACION MUNICIPAL","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","NO SABIA QUE EXISTE","SI","No"
